place_value,place_port_or_location,broad_region_value,specific_region_value,broad_region,specific_region_country_or_colony
10101,Alicante,10000,10100,Europe,Spain
10102,Barcelona,10000,10100,Europe,Spain
10103,Bilbao,10000,10100,Europe,Spain
10104,Cadiz,10000,10100,Europe,Spain
10105,Figuera,10000,10100,Europe,Spain
10106,Gibraltar,10000,10100,Europe,Spain
10107,La Coruña,10000,10100,Europe,Spain
10110,Santander,10000,10100,Europe,Spain
10111,Seville,10000,10100,Europe,Spain
10112,San Lucar,10000,10100,Europe,Spain
10113,Vigo,10000,10100,Europe,Spain
10114,Malaga,10000,10100,Europe,Spain
10115,Puerto Santa Maria,10000,10100,Europe,Spain
10199,"Spain, port unspecified",10000,10100,Europe,Spain
10202,Lagos,10000,10200,Europe,Portugal
10203,Lisbon,10000,10200,Europe,Portugal
10204,Oporto,10000,10200,Europe,Portugal
10205,Ilho do Fayal,10000,10200,Europe,Portugal
10206,Setubal,10000,10200,Europe,Portugal
10299,"Portugal, port unspecified",10000,10200,Europe,Portugal
10399,"Great Britain, port unspecified",10000,10300,Europe,Great Britain
10401,Barmouth,10000,10400,Europe,England
10402,Bideford,10000,10400,Europe,England
10403,Birkenhead,10000,10400,Europe,England
10404,Bristol,10000,10400,Europe,England
10405,Brixham,10000,10400,Europe,England
10406,Broadstairs,10000,10400,Europe,England
10407,Cawsand,10000,10400,Europe,England
10408,Chepstow,10000,10400,Europe,England
10409,Chester,10000,10400,Europe,England
10410,Colchester,10000,10400,Europe,England
10411,Cowes,10000,10400,Europe,England
10412,Dartmouth,10000,10400,Europe,England
10413,Deptford,10000,10400,Europe,England
10414,Dover,10000,10400,Europe,England
10415,Exeter,10000,10400,Europe,England
10416,Folkstone,10000,10400,Europe,England
10417,Frodsham,10000,10400,Europe,England
10418,Gainsborough,10000,10400,Europe,England
10419,Greenwich,10000,10400,Europe,England
10420,Guernsey,10000,10400,Europe,England
10421,Harwich,10000,10400,Europe,England
10422,Hull,10000,10400,Europe,England
10423,Ilfracombe,10000,10400,Europe,England
10424,Ipswich,10000,10400,Europe,England
10425,Isle of Man,10000,10400,Europe,England
10426,Isle of Wight,10000,10400,Europe,England
10427,Jersey,10000,10400,Europe,England
10428,Kendal,10000,10400,Europe,England
10429,King's Lynn,10000,10400,Europe,England
10430,Lancaster,10000,10400,Europe,England
10431,Lindale,10000,10400,Europe,England
10432,Liverpool,10000,10400,Europe,England
10433,London,10000,10400,Europe,England
10434,Lyme,10000,10400,Europe,England
10436,Maryport,10000,10400,Europe,England
10437,Milford Haven,10000,10400,Europe,England
10438,New Shoreham,10000,10400,Europe,England
10439,Newcastle upon Tyne,10000,10400,Europe,England
10440,Newnham,10000,10400,Europe,England
10441,North Shields,10000,10400,Europe,England
10442,Northam,10000,10400,Europe,England
10443,Norwich,10000,10400,Europe,England
10444,Padstowe,10000,10400,Europe,England
10445,Parkgate,10000,10400,Europe,England
10446,Piel of Foulney,10000,10400,Europe,England
10447,Plymouth,10000,10400,Europe,England
10448,Poole,10000,10400,Europe,England
10449,Portsery,10000,10400,Europe,England
10450,Portsmouth,10000,10400,Europe,England
10451,Poulton,10000,10400,Europe,England
10452,Preston,10000,10400,Europe,England
10453,Ramsgate,10000,10400,Europe,England
10454,Ravenglass,10000,10400,Europe,England
10455,River Thames,10000,10400,Europe,England
10456,Rochester,10000,10400,Europe,England
10457,Rotherhithe,10000,10400,Europe,England
10458,Rye,10000,10400,Europe,England
10459,Scarborough,10000,10400,Europe,England
10460,Sheerness,10000,10400,Europe,England
10461,Shields,10000,10400,Europe,England
10462,Shoreham,10000,10400,Europe,England
10463,Sidmouth,10000,10400,Europe,England
10464,Southampton,10000,10400,Europe,England
10466,Stockton,10000,10400,Europe,England
10467,Stockwithe,10000,10400,Europe,England
10468,Sunderland,10000,10400,Europe,England
10469,Teignmouth,10000,10400,Europe,England
10470,Topsham,10000,10400,Europe,England
10471,Torbay,10000,10400,Europe,England
10472,Wales,10000,10400,Europe,England
10473,Whitby,10000,10400,Europe,England
10474,Whitehaven,10000,10400,Europe,England
10476,Workington,10000,10400,Europe,England
10477,Yarmouth,10000,10400,Europe,England
10478,Youghal,10000,10400,Europe,England
10479,Conway,10000,10400,Europe,England
10480,Falmouth (England),10000,10400,Europe,England
10481,Lymehouse (London),10000,10400,Europe,England
10482,St Osyth,10000,10400,Europe,England
10483,Woodbridge,10000,10400,Europe,England
10484,Workington,10000,10400,Europe,England
10485,Lympstone,10000,10400,Europe,England
10499,"England, port unspecified",10000,10400,Europe,England
10501,Airth,10000,10500,Europe,Scotland
10502,Borrowstounness,10000,10500,Europe,Scotland
10503,Dundee,10000,10500,Europe,Scotland
10504,Glasgow,10000,10500,Europe,Scotland
10505,Greenock,10000,10500,Europe,Scotland
10506,Leith,10000,10500,Europe,Scotland
10507,Lough Neagh,10000,10500,Europe,Scotland
10508,Montrose,10000,10500,Europe,Scotland
10509,Ross,10000,10500,Europe,Scotland
10510,Saltcoats,10000,10500,Europe,Scotland
10511,"Largo, Fifeshire",10000,10500,Europe,Scotland
10512,Dumfries,10000,10500,Europe,Scotland
10513,Point Askaig,10000,10500,Europe,Scotland
10514,Cambletown,10000,10500,Europe,Scotland
10515,Portpatrick,10000,10500,Europe,Scotland
10516,Erwin,10000,10500,Europe,Scotland
10517,Aberdeen,10000,10500,Europe,Scotland
10518,Stranraer,10000,10500,Europe,Scotland
10519,Oban,10000,10500,Europe,Scotland
10599,"Scotland, port unspecified",10000,10500,Europe,Scotland
10601,Cork,10000,10600,Europe,Ireland
10602,Dublin,10000,10600,Europe,Ireland
10603,Dungarvan,10000,10600,Europe,Ireland
10604,Galway,10000,10600,Europe,Ireland
10605,Kinsale,10000,10600,Europe,Ireland
10606,Limerick,10000,10600,Europe,Ireland
10607,Londonderry,10000,10600,Europe,Ireland
10608,Ringsend,10000,10600,Europe,Ireland
10609,Strangford,10000,10600,Europe,Ireland
10610,Waterford,10000,10600,Europe,Ireland
10611,Wexford,10000,10600,Europe,Ireland
10612,Belfast,10000,10600,Europe,Ireland
10613,Coleraine,10000,10600,Europe,Ireland
10699,"Ireland, port unspecified",10000,10600,Europe,Ireland
10702,Bayonne,10000,10700,Europe,France
10703,Bordeaux,10000,10700,Europe,France
10704,Brest,10000,10700,Europe,France
10705,Calais,10000,10700,Europe,France
10706,Camaret,10000,10700,Europe,France
10707,Dieppe,10000,10700,Europe,France
10708,Dinard,10000,10700,Europe,France
10709,Dunkerque,10000,10700,Europe,France
10710,Honfleur,10000,10700,Europe,France
10711,Ile de Batz,10000,10700,Europe,France
10712,La Rochelle,10000,10700,Europe,France
10713,Le Havre,10000,10700,Europe,France
10714,Les Sables,10000,10700,Europe,France
10715,Lorient,10000,10700,Europe,France
10716,Marseille,10000,10700,Europe,France
10717,Mediterranean coast (France),10000,10700,Europe,France
10718,Mindin,10000,10700,Europe,France
10719,Morlaix,10000,10700,Europe,France
10720,Nantes,10000,10700,Europe,France
10721,Paimboeuf,10000,10700,Europe,France
10722,Port Louis,10000,10700,Europe,France
10723,Quimper,10000,10700,Europe,France
10724,Rochefort,10000,10700,Europe,France
10725,Saint-Brieuc,10000,10700,Europe,France
10726,Saint-Malo,10000,10700,Europe,France
10727,Saint-Nazaire,10000,10700,Europe,France
10728,Saint-Tropez,10000,10700,Europe,France
10729,Sete,10000,10700,Europe,France
10730,Vannes,10000,10700,Europe,France
10799,"France, port unspecified",10000,10700,Europe,France
10810,Amsterdam,10000,10800,Europe,Netherlands
10821,Enkhuizen,10000,10800,Europe,Netherlands
10822,Hoorn,10000,10800,Europe,Netherlands
10827,Zaandam,10000,10800,Europe,Netherlands
10828,Zuider Zee,10000,10800,Europe,Netherlands
10829,Texel,10000,10800,Europe,Netherlands
10830,Rotterdam,10000,10800,Europe,Netherlands
10831,Dordrecht,10000,10800,Europe,Netherlands
10832,Maze,10000,10800,Europe,Netherlands
10833,Moerdijk,10000,10800,Europe,Netherlands
10834,Hellevoetsluis,10000,10800,Europe,Netherlands
10840,Zeeland,10000,10800,Europe,Netherlands
10850,Middelburg,10000,10800,Europe,Netherlands
10851,Vlissingen,10000,10800,Europe,Netherlands
10852,Veere,10000,10800,Europe,Netherlands
10853,Zeeland or Middelburg,10000,10800,Europe,Netherlands
10860,Groningen,10000,10800,Europe,Netherlands
10861,Stad en Lande,10000,10800,Europe,Netherlands
10899,"Netherlands, port unspecified",10000,10800,Europe,Netherlands
10901,København,10000,10900,Europe,Denmark
10902,Husum,10000,10900,Europe,Denmark
10903,Helsingør,10000,10900,Europe,Denmark
10999,"Denmark, port unspecified",10000,10900,Europe,Denmark
11001,Pillau,10000,11000,Europe,Northern Germany
11002,Elbe,10000,11000,Europe,Northern Germany
11003,Emden,10000,11000,Europe,Northern Germany
11004,Hamburg,10000,11000,Europe,Northern Germany
11005,Hanover,10000,11000,Europe,Northern Germany
11006,Lübeck,10000,11000,Europe,Northern Germany
11007,Glückstadt,10000,11000,Europe,Northern Germany
11099,"Northern Germany, port unspecified",10000,11000,Europe,Northern Germany
11101,Antwerp,10000,11100,Europe,Belgium
11102,Flanders,10000,11100,Europe,Belgium
11103,Brugge,10000,11100,Europe,Belgium
11199,"Belgium, port unspecified",10000,11100,Europe,Belgium
11201,Tønsberg,10000,11200,Europe,Norway
11202,Bergen,10000,11200,Europe,Norway
11301,Göteborg,10000,11300,Europe,Sweden
11399,"Sweden, port unspecified",10000,11300,Europe,Sweden
11401,Genova,10000,11400,Europe,Italy
11402,Napoli,10000,11400,Europe,Italy
11404,Trieste,10000,11400,Europe,Italy
11499,"Italy, port unspecified",10000,11400,Europe,Italy
11501,Kronstadt,10000,11500,Europe,Russia
11502,Odessa,10000,11500,Europe,Russia
11599,"Russia, port unspecified",10000,11500,Europe,Russia
11601,Sardinia,10000,11600,Europe,Mediterranean
11699,"Mediterranean, port unspecified",10000,11600,Europe,Mediterranean
20101,Bristol (RI),20000,20100,Mainland North America,Rhode Island
20102,Little Compton,20000,20100,Mainland North America,Rhode Island
20103,Newport,20000,20100,Mainland North America,Rhode Island
20104,North Kingston,20000,20100,Mainland North America,Rhode Island
20105,Providence,20000,20100,Mainland North America,Rhode Island
20106,Tiverton,20000,20100,Mainland North America,Rhode Island
20107,Warren,20000,20100,Mainland North America,Rhode Island
20108,"Warwick, RI",20000,20100,Mainland North America,Rhode Island
20199,"Rhode Island, port unspecified",20000,20100,Mainland North America,Rhode Island
20201,Bath,20000,20200,Mainland North America,Maine
20202,Berwick,20000,20200,Mainland North America,Maine
20203,Biddeford,20000,20200,Mainland North America,Maine
20204,Calais (Maine),20000,20200,Mainland North America,Maine
20205,Camden,20000,20200,Mainland North America,Maine
20207,Freeport,20000,20200,Mainland North America,Maine
20208,Portland,20000,20200,Mainland North America,Maine
20209,Prospect,20000,20200,Mainland North America,Maine
20210,Richmond,20000,20200,Mainland North America,Maine
20211,Robbinston,20000,20200,Mainland North America,Maine
20212,Rockland,20000,20200,Mainland North America,Maine
20213,Sheepscutt River,20000,20200,Mainland North America,Maine
20214,Wiscasset,20000,20200,Mainland North America,Maine
20215,Kittery Point,20000,20200,Mainland North America,Maine
20216,Orrington,20000,20200,Mainland North America,Maine
20217,Penobscot,20000,20200,Mainland North America,Maine
20299,"Maine, port unspecified",20000,20200,Mainland North America,Maine
20301,Piscataqua,20000,20300,Mainland North America,New Hampshire
20302,Portsmouth (NH),20000,20300,Mainland North America,New Hampshire
20303,North Hampton,20000,20300,Mainland North America,New Hampshire
20399,"New Hampshire, port unspecified",20000,20300,Mainland North America,New Hampshire
20401,Massachusetts Bay,20000,20400,Mainland North America,Massachusetts
20402,Amesbury,20000,20400,Mainland North America,Massachusetts
20403,Arundel,20000,20400,Mainland North America,Massachusetts
20404,Boston,20000,20400,Mainland North America,Massachusetts
20405,Chatham,20000,20400,Mainland North America,Massachusetts
20406,Cohasset,20000,20400,Mainland North America,Massachusetts
20407,Dighton,20000,20400,Mainland North America,Massachusetts
20408,Duxbury,20000,20400,Mainland North America,Massachusetts
20409,Freetown (Mass.),20000,20400,Mainland North America,Massachusetts
20410,Georgetown (Mass.),20000,20400,Mainland North America,Massachusetts
20411,Hingham,20000,20400,Mainland North America,Massachusetts
20412,Kingston (Mass.),20000,20400,Mainland North America,Massachusetts
20413,Marblehead,20000,20400,Mainland North America,Massachusetts
20414,Marshfield,20000,20400,Mainland North America,Massachusetts
20415,New Bedford,20000,20400,Mainland North America,Massachusetts
20416,Newbury,20000,20400,Mainland North America,Massachusetts
20417,Salem,20000,20400,Mainland North America,Massachusetts
20418,Salisbury,20000,20400,Mainland North America,Massachusetts
20419,Salfatudas,20000,20400,Mainland North America,Massachusetts
20420,Scituate,20000,20400,Mainland North America,Massachusetts
20421,Swansea,20000,20400,Mainland North America,Massachusetts
20422,Weymouth,20000,20400,Mainland North America,Massachusetts
20423,Charlestown,20000,20400,Mainland North America,Massachusetts
20424,Newburyport,20000,20400,Mainland North America,Massachusetts
20425,Nantucket,20000,20400,Mainland North America,Massachusetts
20426,Plymouth,20000,20400,Mainland North America,Massachusetts
20427,Dartmouth,20000,20400,Mainland North America,Massachusetts
20428,Somerset,20000,20400,Mainland North America,Massachusetts
20499,"Massachusetts, port unspecified",20000,20400,Mainland North America,Massachusetts
20501,Bridgeport,20000,20500,Mainland North America,Connecticut
20502,Guildford,20000,20500,Mainland North America,Connecticut
20503,Haddam,20000,20500,Mainland North America,Connecticut
20504,New Haven,20000,20500,Mainland North America,Connecticut
20505,New London,20000,20500,Mainland North America,Connecticut
20506,Middletown,20000,20500,Mainland North America,Connecticut
20507,Hartford,20000,20500,Mainland North America,Connecticut
20508,Fairfield,20000,20500,Mainland North America,Connecticut
20509,Killingworth,20000,20500,Mainland North America,Connecticut
20510,Weathersfield,20000,20500,Mainland North America,Connecticut
20599,"Connecticut, port unspecified",20000,20500,Mainland North America,Connecticut
20601,Brookhaven,20000,20600,Mainland North America,New York
20602,Long Island,20000,20600,Mainland North America,New York
20603,Sag Harbor,20000,20600,Mainland North America,New York
20699,New York,20000,20600,Mainland North America,New York
20701,Wilmington (Del.),20000,20700,Mainland North America,Delaware
20799,"Delaware, port unspecified",20000,20700,Mainland North America,Delaware
20801,Delaware River,20000,20800,Mainland North America,New Jersey
20802,Eastern New Jersey,20000,20800,Mainland North America,New Jersey
20803,Milwell,20000,20800,Mainland North America,New Jersey
20804,Perth Amboy,20000,20800,Mainland North America,New Jersey
20805,Wharton,20000,20800,Mainland North America,New Jersey
20806,Burlington,20000,20800,Mainland North America,New Jersey
20807,Newark,20000,20800,Mainland North America,New Jersey
20808,"Cohanzie, NJ",20000,20800,Mainland North America,New Jersey
20899,"New Jersey, port unspecified",20000,20800,Mainland North America,New Jersey
20901,Marcus Hook,20000,20900,Mainland North America,Pennsylvania
20902,Philadelphia,20000,20900,Mainland North America,Pennsylvania
20999,"Pennsylvania, port unspecified",20000,20900,Mainland North America,Pennsylvania
21001,Annapolis,20000,21000,Mainland North America,Maryland
21002,Baltimore,20000,21000,Mainland North America,Maryland
21003,North Potomac,20000,21000,Mainland North America,Maryland
21004,Oxford,20000,21000,Mainland North America,Maryland
21005,Pamunkey,20000,21000,Mainland North America,Maryland
21006,Patuxent,20000,21000,Mainland North America,Maryland
21007,Talbot County,20000,21000,Mainland North America,Maryland
21008,Wye River,20000,21000,Mainland North America,Maryland
21009,Cecil County,20000,21000,Mainland North America,Maryland
21010,Choptank,20000,21000,Mainland North America,Maryland
21011,Pocomoke,20000,21000,Mainland North America,Maryland
21012,St. Mary's River,20000,21000,Mainland North America,Maryland
21013,Londontowne,20000,21000,Mainland North America,Maryland
21099,"Maryland, port unspecified",20000,21000,Mainland North America,Maryland
21101,Elizabeth River,20000,21100,Mainland North America,Virginia
21102,Hampton,20000,21100,Mainland North America,Virginia
21103,Lower James River,20000,21100,Mainland North America,Virginia
21104,Norfolk,20000,21100,Mainland North America,Virginia
21105,Northampton County,20000,21100,Mainland North America,Virginia
21106,Potomac river,20000,21100,Mainland North America,Virginia
21107,Rappahannock,20000,21100,Mainland North America,Virginia
21108,South Potomac,20000,21100,Mainland North America,Virginia
21109,Upper James River,20000,21100,Mainland North America,Virginia
21110,Williamsburg,20000,21100,Mainland North America,Virginia
21111,York River,20000,21100,Mainland North America,Virginia
21112,Vatt (location undetermined),20000,21100,Mainland North America,Virginia
21113,Accomac,20000,21100,Mainland North America,Virginia
21114,Urbanna,20000,21100,Mainland North America,Virginia
21115,Richmond (VA),20000,21100,Mainland North America,Virginia
21116,Hampton Roads,20000,21100,Mainland North America,Virginia
21199,"Virginia, port unspecified",20000,21100,Mainland North America,Virginia
21201,Bertie County,20000,21200,Mainland North America,North Carolina
21202,Chowan river,20000,21200,Mainland North America,North Carolina
21203,New Bern,20000,21200,Mainland North America,North Carolina
21204,Hyde County,20000,21200,Mainland North America,North Carolina
21205,Roanoke,20000,21200,Mainland North America,North Carolina
21206,"Beaufort, NC",20000,21200,Mainland North America,North Carolina
21207,Brunswick,20000,21200,Mainland North America,North Carolina
21208,Cape Fear,20000,21200,Mainland North America,North Carolina
21209,Edenton,20000,21200,Mainland North America,North Carolina
21210,Wilmington,20000,21200,Mainland North America,North Carolina
21299,"North Carolina, port unspecified",20000,21200,Mainland North America,North Carolina
21301,Beaufort,20000,21300,Mainland North America,South Carolina
21302,Charleston,20000,21300,Mainland North America,South Carolina
21304,Georgetown (SC),20000,21300,Mainland North America,South Carolina
21399,"South Carolina, port unspecified",20000,21300,Mainland North America,South Carolina
21401,Savannah,20000,21400,Mainland North America,Georgia
21402,Sunbury,20000,21400,Mainland North America,Georgia
21403,Tybee Island,20000,21400,Mainland North America,Georgia
21404,Cumberland Island,20000,21400,Mainland North America,Georgia
21405,Jekyll Island,20000,21400,Mainland North America,Georgia
21499,"Georgia, port unspecified",20000,21400,Mainland North America,Georgia
21501,St. Augustine,20000,21500,Mainland North America,Florida
21502,Pensacola,20000,21500,Mainland North America,Florida
21503,Amelia Island,20000,21500,Mainland North America,Florida
21504,Key West,20000,21500,Mainland North America,Florida
21505,Indian River,20000,21500,Mainland North America,Florida
21506,East Florida,20000,21500,Mainland North America,Florida
21599,"Florida, port unspecified",20000,21500,Mainland North America,Florida
